code,img_file,img_d,img_c,img_manufacturer,imprint1,imprint2,color,shape,score,logo,Remarks,Check code,,,,
LINE12,LINE12_20200109_INN1.jpg,09/01/2020,Loose pill,Pfizer,ZYVOX 600mg,[NOIMPRINT],White,Oblong,,,,LINEZOLID TABLET 600MG,,,,
LINE12,LINE12_20200109_OUT1.jpg,09/01/2020,Packaging,Pfizer,,,,,,,,LINEZOLID TABLET 600MG,,,,
LINE13,LINE13_20200220_OUT1.jpg,20/02/2020,Packaging,Pharmacia Corporation,,,,,,,,LINEZOLID IN DEXTROSE 5% INJECTION 2MG/ML 300ML,,,,
LIRA01,LIRA01_20200317_OUT1.jpg,17/03/2020,Content,Novo Nordisk,,,,,,,,LIRAGLUTIDE (VICTOZA) PREFILLED PEN 6MG/ML 3ML,,,,
LIRA01,LIRA01_20200317_OUT2.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,LIRAGLUTIDE (VICTOZA) PREFILLED PEN 6MG/ML 3ML,,,,
LIRA01,LIRA01_20200317_OUT3.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,LIRAGLUTIDE (VICTOZA) PREFILLED PEN 6MG/ML 3ML,,,,
LITH02,LITH02_20200213_INN1.jpg,13/02/2020,Loose pill,Essential Pharma Ltd.,Camcolit S,,White,Round,S2,,,LITHIUM CARBONATE CR TABLET 400MG,,,,
LITH02,LITH02_20200213_OUT1.jpg,13/02/2020,Packaging,Essential Pharma Ltd.,,,,,,,,LITHIUM CARBONATE CR TABLET 400MG,,,,
LOPE01,LOPE01_20200109_INN1.jpg,09/01/2020,Loose pill,Medochemie Ltd.,[NOIMPRINT],[NOIMPRINT],Green; Purple,Capsule,,,,LOPERAMIDE HCL CAPSULE 2MG,,,,
LOPE01,LOPE01_20200109_OUT1.jpg,09/01/2020,Packaging,Medochemie Ltd.,,,,,,,,LOPERAMIDE HCL CAPSULE 2MG,,,,
LORA04,LORA04_20200211_INN1.jpg,11/02/2020,Loose pill,Jean-Marie,JM,[NOIMPRINT],White,Round,S2,,,LORATADINE TABLET 10MG,,,,
LORA04,LORA04_20200211_OUT1.jpg,11/02/2020,Packaging,Jean-Marie,,,,,,,,LORATADINE TABLET 10MG,,,,
LORA07,LORA07_20200724_OUT1.jpg,24/07/2020,Packaging,West-Ward,,,,,,,,LORAZEPAM INJECTION 2MG/ML 1ML,,,,
LORA07,LORA07_20200724_OUT2.jpg,24/07/2020,Content,West-Ward,,,,,,,,LORAZEPAM INJECTION 2MG/ML 1ML,,,,
LORA10,LORA10_20200724_OUT1.jpg,24/07/2020,Packaging,"Swiss Pharm. Co., LTD.",,,,,,,,LORAZEPAM INJECTION 2MG/ML 1ML,,,,
LORA10,LORA10_20200724_OUT2.jpg,24/07/2020,Content,"Swiss Pharm. Co., LTD.",,,,,,,,LORAZEPAM INJECTION 2MG/ML 1ML,,,,
LYSO01,LYSO01_20200109_INN1.jpg,09/01/2020,Loose pill,Europharm Lab Co. Ltd.,ER12,[NOIMPRINT],White,Round,S2,,,LYSOZYME CHLORIDE TABLET 30MG,,,,
LYSO01,LYSO01_20200109_OUT1.jpg,09/01/2020,Packaging,Europharm Lab Co. Ltd.,,,,,,,,LYSOZYME CHLORIDE TABLET 30MG,,,,
MADO02,MADO02_20200213_INN1.jpg,13/02/2020,Loose pill,Roche,RO C HE,[NOIMPRINT],Rose Pink,Round,BS,,,MADOPAR (OR EQUIV) TABLET 250MG,,,,
MADO02,MADO02_20200213_OUT1.jpg,13/02/2020,Packaging,Roche,,,,,,,,MADOPAR (OR EQUIV) TABLET 250MG,,,,
MADO04,MADO04_20200213_INN1.jpg,13/02/2020,Loose pill,Roche,ROCHE,ROCHE,Blue; Green,Capsule,,,,MADOPAR HBS (OR EQUIV) CAPSULE 125MG,,,,
MADO04,MADO04_20200213_OUT1.jpg,13/02/2020,Packaging,Roche,,,,,,,,MADOPAR HBS (OR EQUIV) CAPSULE 125MG,,,,
MADO05,MADO05_20200213_INN1.jpg,13/02/2020,Loose pill,Roche,ROCHE 125,[NOIMPRINT],White,Round,S2,,,MADOPAR (OR EQUIV) DISPERSIBLE TAB 125MG,,,,
MADO05,MADO05_20200213_OUT1.jpg,13/02/2020,Packaging,Roche,,,,,,,,MADOPAR (OR EQUIV) DISPERSIBLE TAB 125MG,,,,
MAGN05,MAGN05_20200215_OUT1.jpg,15/02/2020,Packaging,Medipharma Limited,,,,,,,,MAGNESIUM TRISILICATE MIXTURE,,,,
MAGN30,MAGN30_20200213_INN1.jpg,13/02/2020,Loose pill,Niche Pharmaceuticals,NICHE,[NOIMPRINT],White,Oblong,S2,,,MAGNESIUM (L-LACTATE DIHYDRATE) SR TABLET 84MG (3.5MMOL),,,,
MAGN30,MAGN30_20200213_OUT1.jpg,13/02/2020,Packaging,?,,,,,,,,MAGNESIUM (L-LACTATE DIHYDRATE) SR TABLET 84MG (3.5MMOL),,,,
MAXI02,MAXI02_20200220_OUT1.jpg,20/02/2020,Packaging & Content,Alcon,,,,,,,,MAXITROL (OR EQUIV) EYE OINTMENT 3.5G,,,,
MAXI02,MAXI02_20200220_OUT2.jpg,20/02/2020,Packaging,Alcon,,,,,,,,MAXITROL (OR EQUIV) EYE OINTMENT 3.5G,,,,
MAXI02,MAXI02_20200220_OUT3.jpg,20/02/2020,Packaging,Alcon,,,,,,,,MAXITROL (OR EQUIV) EYE OINTMENT 3.5G,,,,
MEAS03,MEAS03_20200406_OUT1.jpg,06/04/2020,Content,MSD,,,,,,,,MEASLES MUMPS RUBELLA (M-M-R II) WITH DILUENT VACCINE,,,,
MEAS03,MEAS03_20200406_OUT2.jpg,06/04/2020,Packaging,MSD,,,,,,,,MEASLES MUMPS RUBELLA (M-M-R II) WITH DILUENT VACCINE,,,,
MEAS03,MEAS03_20200406_OUT3.jpg,06/04/2020,Packaging,MSD,,,,,,,,MEASLES MUMPS RUBELLA (M-M-R II) WITH DILUENT VACCINE,,,,
MEAS03,MEAS03_20200406_OUT4.jpg,06/04/2020,Packaging,MSD,,,,,,,,MEASLES MUMPS RUBELLA (M-M-R II) WITH DILUENT VACCINE,,,,
MEAS03,MEAS03_20200406_OUT5.jpg,06/04/2020,Packaging,MSD,,,,,,,,MEASLES MUMPS RUBELLA (M-M-R II) WITH DILUENT VACCINE,,,,
MEAS07,MEAS07_20200406_OUT1.jpg,06/04/2020,Packaging,GlaxoSmithKline,,,,,,,,MEASLES MUMPS RUBELLA (PRIORIX) WITH DILUENT VACCINE,,,,
MEAS07,MEAS07_20200406_OUT2.jpg,06/04/2020,Packaging,GlaxoSmithKline,,,,,,,,MEASLES MUMPS RUBELLA (PRIORIX) WITH DILUENT VACCINE,,,,
MEAS07,MEAS07_20200406_OUT3.jpg,06/04/2020,Content,GlaxoSmithKline,,,,,,,,MEASLES MUMPS RUBELLA (PRIORIX) WITH DILUENT VACCINE,,,,
MEAS07,MEAS07_20200406_OUT4.jpg,06/04/2020,Content,GlaxoSmithKline,,,,,,,,MEASLES MUMPS RUBELLA (PRIORIX) WITH DILUENT VACCINE,,,,
MEDR02,MEDR02_20200211_INN1.jpg,11/02/2020,Loose pill,Pfizer,PROVERA 5,[NOIMPRINT],Blue,Round,S2,,,MEDROXYPROGESTERONE ACETATE TABLET 5MG,,,,
MEDR02,MEDR02_20200211_OUT1.jpg,11/02/2020,Packaging,Pfizer,,,,,,,,MEDROXYPROGESTERONE ACETATE TABLET 5MG,,,,
MEDR08,MEDR08_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Pfizer,,,,,,,,MEDROXYPROGESTERONE ACETATE INJECTION 150MG/ML 1ML,,,,
MEDR08,MEDR08_20200218_OUT2.jpg,18/02/2020,Packaging,Pfizer,,,,,,,,MEDROXYPROGESTERONE ACETATE INJECTION 150MG/ML 1ML,,,,
MEFE01,MEFE01_20200109_INN1.jpg,09/01/2020,Loose pill,APT Pharma,[LOGO],APT-Rx,Blue Green; Yellow,Capsule,,APT,,MEFENAMIC ACID CAPSULE 250MG,,,,
MEFE01,MEFE01_20200109_OUT1.jpg,09/01/2020,Packaging,APT Pharma,,,,,,,,MEFENAMIC ACID CAPSULE 250MG,,,,
MEGE01,MEGE01_20200215_INN1.jpg,15/02/2020,Loose pill,Apotex Inc.,40,[NOIMPRINT],Light Blue,Round,S1,,,MEGESTROL ACETATE TABLET 40MG,,,,
MEGE01,MEGE01_20200215_OUT1.jpg,15/02/2020,Packaging,Apotex Inc.,,,,,,,,MEGESTROL ACETATE TABLET 40MG,,,,
MELA01,MELA01_20200213_INN1.jpg,13/02/2020,Loose pill,Doctor's Choice,[NOIMPRINT],[NOIMPRINT],White,Capsule,,,,MELATONIN CAPSULE 3MG,,,,
MELA01,MELA01_20200213_OUT1.jpg,13/02/2020,Packaging,Doctor's Choice,,,,,,,,MELATONIN CAPSULE 3MG,,,,
MEPY09,MEPY09_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Marching Pharmaceutical Ltd.,,,,,,,,MEPYRAMINE MALEATE CREAM 2% 18G,,,,
MEPY09,MEPY09_20200215_OUT2.jpg,15/02/2020,Packaging,Marching Pharmaceutical Ltd.,,,,,,,,MEPYRAMINE MALEATE CREAM 2% 18G,,,,
MEPY09,MEPY09_20200215_OUT3.jpg,15/02/2020,Content,Marching Pharmaceutical Ltd.,,,,,,,,MEPYRAMINE MALEATE CREAM 2% 18G,,,,
MERO01,MERO01_20200218_OUT1.jpg,18/02/2020,Content,"ACS Dobfar S.p.A., Italy",,,,,,,,MEROPENEM INJECTION 1G,,,,
MERO01,MERO01_20200218_OUT2.jpg,18/02/2020,Packaging,"ACS Dobfar S.p.A., Italy",,,,,,,,MEROPENEM INJECTION 1G,,,,
MERO01,MERO01_20200218_OUT3.jpg,18/02/2020,Packaging,"ACS Dobfar S.p.A., Italy",,,,,,,,MEROPENEM INJECTION 1G,,,,
MERO02,MERO02_20200218_OUT1.jpg,18/02/2020,Content,"ACS Dobfar S.p.A., Italy",,,,,,,,MEROPENEM INJECTION 500MG,,,,
MERO02,MERO02_20200218_OUT2.jpg,18/02/2020,Packaging,"ACS Dobfar S.p.A., Italy",,,,,,,,MEROPENEM INJECTION 500MG,,,,
META17,META17_20200215_OUT1.jpg,15/02/2020,Packaging,Procter & Gamble Manufacturing Co.,,,,,,,,"METAMUCIL SUGAR FREE (OR EQUIV) SMOOTH,ORANGE GRANULES 283G",,,,
META17,META17_20200215_OUT2.jpg,15/02/2020,Packaging,Procter & Gamble Manufacturing Co.,,,,,,,,"METAMUCIL SUGAR FREE (OR EQUIV) SMOOTH,ORANGE GRANULES 283G",,,,
META17,META17_20200215_OUT3.jpg,15/02/2020,Packaging,Procter & Gamble Manufacturing Co.,,,,,,,,"METAMUCIL SUGAR FREE (OR EQUIV) SMOOTH,ORANGE GRANULES 283G",,,,
METH05,METH05_20200211_INN1.jpg,11/02/2020,Loose pill,Synco,[NOIMPRINT],[NOIMPRINT],White,Round,,,,METHIMAZOLE TABLET 5MG,,,,
METH05,METH05_20200211_OUT1.jpg,11/02/2020,Packaging,Synco,,,,,,,,METHIMAZOLE TABLET 5MG,,,,
METH20,METH20_20200215_OUT1.jpg,15/02/2020,Packaging,Medipharma Limited,,,,,,,,METHYL SALICYLATE COMPOUND OINTMENT 20G,,,,
METH36,METH36_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Pfizer,,,,,,,,METHYLPREDNISOLONE ACETATE INJECTION 40MG/ML 1ML,,,,
METH36,METH36_20200218_OUT2.jpg,18/02/2020,Content,Pfizer,,,,,,,,METHYLPREDNISOLONE ACETATE INJECTION 40MG/ML 1ML,,,,
METH36,METH36_20200218_OUT3.jpg,18/02/2020,Packaging,Pfizer,,,,,,,,METHYLPREDNISOLONE ACETATE INJECTION 40MG/ML 1ML,,,,
METO01,METO01_20200109_INN1.jpg,09/01/2020,Loose pill,Actavis,M P,C,White,Round,S1,,,METOCLOPRAMIDE HCL TABLET 10MG,,,,
METO01,METO01_20200109_OUT1.jpg,09/01/2020,Packaging,Actavis,,,,,,,,METOCLOPRAMIDE HCL TABLET 10MG,,,,
METO05,METO05_20200213_INN1.jpg,13/02/2020,Loose pill,Sandoz,E55,[NOIMPRINT],Light Blue,Oblong,,E,,METOLAZONE TABLET 5MG,,,,
METO05,METO05_20200213_OUT1.jpg,13/02/2020,Packaging,Sandoz,,,,,,,,METOLAZONE TABLET 5MG,,,,
METR01,METR01_20200109_INN1.jpg,09/01/2020,Loose pill,Vickmans,MZ,200,White,Round,,,,METRONIDAZOLE TABLET 200MG,,,,
METR01,METR01_20200109_OUT1.jpg,09/01/2020,Packaging,Vickmans,,,,,,,,METRONIDAZOLE TABLET 200MG,,,,
METY01,METY01_20200211_INN1.jpg,11/02/2020,Loose pill,"HRA Pharma / Orient Europharma Co., Ltd",HRA,[NOIMPRINT],Light yellow,Oblong,,,,METYRAPONE CAPSULE 250MG,,,,
METY01,METY01_20200211_OUT1.jpg,11/02/2020,Packaging,"HRA Pharma / Orient Europharma Co., Ltd",,,,,,,,METYRAPONE CAPSULE 250MG,,,,
MICA02,MICA02_20200218_OUT1.jpg,18/02/2020,Content,"Astellas Pharma Tech Co., Ltd",,,,,,,,MICAFUNGIN SODIUM INFUSION 50MG,,,,
MICA02,MICA02_20200218_OUT2.jpg,18/02/2020,Packaging,"Astellas Pharma Tech Co., Ltd",,,,,,,,MICAFUNGIN SODIUM INFUSION 50MG,,,,
MINO01,MINO01_20200215_OUT1.jpg,15/02/2020,Packaging,Apotex Inc.,,,,,,,Loose pill,MINOCYCLINE (HCL) CAPSULE 50MG,,,,
MIRC02,MIRC02_20200317_OUT1.jpg,17/03/2020,Packaging,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 50MCG/0.3ML,,,,
MIRC02,MIRC02_20200317_OUT2.jpg,17/03/2020,Packaging,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 50MCG/0.3ML,,,,
MIRC02,MIRC02_20200317_OUT3.jpg,17/03/2020,Content,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 50MCG/0.3ML,,,,
MIRC02,MIRC02_20200317_OUT4.jpg,17/03/2020,Content,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 50MCG/0.3ML,,,,
MIRC04,MIRC04_20200317_OUT1.jpg,17/03/2020,Packaging,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 100MCG/0.3ML,,,,
MIRC04,MIRC04_20200317_OUT2.jpg,17/03/2020,Packaging,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 100MCG/0.3ML,,,,
MIRC04,MIRC04_20200317_OUT3.jpg,17/03/2020,Content,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 100MCG/0.3ML,,,,
MIRC04,MIRC04_20200317_OUT4.jpg,17/03/2020,Content,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 100MCG/0.3ML,,,,
MIRC06,MIRC06_20200406_OUT1.jpg,06/04/2020,Packaging & Content,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 150MCG/0.3ML,,,,
MIRC06,MIRC06_20200406_OUT2.jpg,06/04/2020,Packaging,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 150MCG/0.3ML,,,,
MIRC08,MIRC08_20200406_OUT1.jpg,06/04/2020,Packaging & Content,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 200MCG/0.3ML,,,,
MIRC08,MIRC08_20200406_OUT2.jpg,06/04/2020,Packaging & Content,Roche,,,,,,,,MIRCERA (OR EQUIV) PREFILLED SYRINGE 200MCG/0.3ML,,,,
MIVA02,MIVA02_20200317_OUT1.jpg,17/03/2020,Content,Aspen,,,,,,,,MIVACURIUM (CHLORIDE) INJECTION 2MG/ML 10ML,,,,
MIVA02,MIVA02_20200317_OUT2.jpg,17/03/2020,Packaging,Aspen,,,,,,,,MIVACURIUM (CHLORIDE) INJECTION 2MG/ML 10ML,,,,
MIVA02,MIVA02_20200317_OUT3.jpg,17/03/2020,Packaging,Aspen,,,,,,,,MIVACURIUM (CHLORIDE) INJECTION 2MG/ML 10ML,,,,
MIVA02,MIVA02_20200317_OUT4.jpg,17/03/2020,Packaging,Aspen,,,,,,,,MIVACURIUM (CHLORIDE) INJECTION 2MG/ML 10ML,,,,
MODA01,MODA01_20200220_INN1.jpg,20/02/2020,Loose pill,Apotex Inc.,MOD 100,[NOIMPRINT],White,Round,,,,MODAFINIL TABLET 100MG,,,,
MODA01,MODA01_20200220_OUT1.jpg,20/02/2020,Packaging,Apotex Inc.,,,,,,,,MODAFINIL TABLET 100MG,,,,
MOME01,MOME01_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Schering-Plough Labo NV,,,,,,,,MOMETASONE FUROATE CREAM 0.1% 15G,,,,
MOME01,MOME01_20200215_OUT2.jpg,15/02/2020,Packaging,Schering-Plough Labo NV,,,,,,,,MOMETASONE FUROATE CREAM 0.1% 15G,,,,
MOME02,MOME02_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Schering-Plough Labo NV,,,,,,,,MOMETASONE FUROATE OINTMENT 0.1% 15G,,,,
MOME02,MOME02_20200215_OUT2.jpg,15/02/2020,Packaging,Schering-Plough Labo NV,,,,,,,,MOMETASONE FUROATE OINTMENT 0.1% 15G,,,,
MOME03,MOME03_20200220_OUT1.jpg,20/02/2020,Packaging & Content,MSD,,,,,,,,MOMETASONE FUROATE LOTION 0.1% 30ML,,,,
MOME03,MOME03_20200220_OUT2.jpg,20/02/2020,Packaging & Content,MSD,,,,,,,,MOMETASONE FUROATE LOTION 0.1% 30ML,,,,
MOME03,MOME03_20200220_OUT3.jpg,20/02/2020,Packaging,MSD,,,,,,,,MOMETASONE FUROATE LOTION 0.1% 30ML,,,,
MOME06,MOME06_20200215_OUT1.jpg,15/02/2020,Packaging & Content,MSD,,,,,,,,MOMETASONE FUROATE AQUEOUS NAS SPRAY 50MCG/DOSE 140DOSE(S),,,,
MOME06,MOME06_20200215_OUT2.jpg,15/02/2020,Packaging,MSD,,,,,,,,MOMETASONE FUROATE AQUEOUS NAS SPRAY 50MCG/DOSE 140DOSE(S),,,,
MOME06,MOME06_20200215_OUT3.jpg,15/02/2020,Packaging,MSD,,,,,,,,MOMETASONE FUROATE AQUEOUS NAS SPRAY 50MCG/DOSE 140DOSE(S),,,,
MUPI02,MUPI02_20200215_OUT1.jpg,15/02/2020,Packaging & Content,GlaxoSmithKline,,,,,,,,MUPIROCIN (CALCIUM) NASAL OINTMENT 2% 3G,,,,
MUPI02,MUPI02_20200215_OUT2.jpg,15/02/2020,Packaging,GlaxoSmithKline,,,,,,,,MUPIROCIN (CALCIUM) NASAL OINTMENT 2% 3G,,,,
MUPI03,MUPI03_20200215_OUT1.jpg,15/02/2020,Packaging & Content,PT Caprifarmindo Labs./ PT Sanbe Farma,,,,,,,,MUPIROCIN OINTMENT 2% 10G,,,,
MUPI03,MUPI03_20200215_OUT2.jpg,15/02/2020,Content,PT Caprifarmindo Labs./ PT Sanbe Farma,,,,,,,,MUPIROCIN OINTMENT 2% 10G,,,,
MUPI03,MUPI03_20200215_OUT3.jpg,15/02/2020,Packaging,PT Caprifarmindo Labs./ PT Sanbe Farma,,,,,,,,MUPIROCIN OINTMENT 2% 10G,,,,
NADR02,NADR02_20200218_OUT1.jpg,18/02/2020,Content,?,,,,,,,,NADROPARIN CALCIUM PREFILLED SYRINGE 3800AXA IU/0.4ML,,,,
NADR02,NADR02_20200218_OUT2.jpg,18/02/2020,Content,?,,,,,,,,NADROPARIN CALCIUM PREFILLED SYRINGE 3800AXA IU/0.4ML,,,,
NAJA03,NAJA03_20200317_OUT1.jpg,17/03/2020,Packaging & Content,上海賽倫生物技術股份有限公司,,,,,,,,NAJA NAJA ATRA ANTIVENIN INJECTION 100U/ML 10ML,,,,
NAJA03,NAJA03_20200317_OUT2.jpg,17/03/2020,Packaging,上海賽倫生物技術股份有限公司,,,,,,,,NAJA NAJA ATRA ANTIVENIN INJECTION 100U/ML 10ML,,,,
NAJA03,NAJA03_20200317_OUT3.jpg,17/03/2020,Packaging,上海賽倫生物技術股份有限公司,,,,,,,,NAJA NAJA ATRA ANTIVENIN INJECTION 100U/ML 10ML,,,,
NAPR01,NAPR01_20200109_INN1.jpg,09/01/2020,Loose pill,APT Pharma,NX,[NOIMPRINT],Yellow,Round,,,,NAPROXEN TABLET 250MG,,,,
NAPR01,NAPR01_20200109_OUT1.jpg,09/01/2020,Packaging,APT Pharma,,,,,,,,NAPROXEN TABLET 250MG,,,,
NATU02,NATU02_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Alcon,,,,,,,,NATURALE TEARS II (OR EQUIV) EYE DROPS 15ML,,,,
NATU02,NATU02_20200218_OUT2.jpg,18/02/2020,Packaging,Alcon,,,,,,,,NATURALE TEARS II (OR EQUIV) EYE DROPS 15ML,,,,
NATU02,NATU02_20200218_OUT3.jpg,18/02/2020,Packaging,Alcon,,,,,,,,NATURALE TEARS II (OR EQUIV) EYE DROPS 15ML,,,,
NEOM05,NEOM05_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Christo Pharmaceuticals Ltd.,,,,,,,,NEOMYCIN SULPHATE CREAM 0.5% 15G,,,,
NEOM05,NEOM05_20200215_OUT2.jpg,15/02/2020,Content,Christo Pharmaceuticals Ltd.,,,,,,,,NEOMYCIN SULPHATE CREAM 0.5% 15G,,,,
NEOM05,NEOM05_20200215_OUT3.jpg,15/02/2020,Packaging,Christo Pharmaceuticals Ltd.,,,,,,,,NEOMYCIN SULPHATE CREAM 0.5% 15G,,,,
NEPA01,NEPA01_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Alcon,,,,,,,,NEPAFENAC OPH SUSP 0.1% 5ML,,,,
NEPA01,NEPA01_20200218_OUT2.jpg,18/02/2020,Packaging,Alcon,,,,,,,,NEPAFENAC OPH SUSP 0.1% 5ML,,,,
NERI04,NERI04_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Bayer,,,,,,,,NERISONE C (OR EQUIV) CREAM 10G,,,,
NERI04,NERI04_20200218_OUT2.jpg,18/02/2020,Packaging,Bayer,,,,,,,,NERISONE C (OR EQUIV) CREAM 10G,,,,
NERI04,NERI04_20200218_OUT3.jpg,18/02/2020,Packaging,Bayer,,,,,,,,NERISONE C (OR EQUIV) CREAM 10G,,,,
NEUR01,NEUR01_20200213_INN1.jpg,13/02/2020,Loose pill,Merck,[NOIMPRINT],[NOIMPRINT],White,Round,,,,NEUROBION (OR EQUIV) TABLET,,,,
NEUR01,NEUR01_20200213_OUT1.jpg,13/02/2020,Packaging,Merck,,,,,,,,NEUROBION (OR EQUIV) TABLET,,,,
NICO22,NICO22_20200220_OUT1.jpg,20/02/2020,Packaging,GlaxoSmithKline,,,,,,,,NICOTINE TRANSDERMAL PATCH 14MG/24HR,,,,
NICO22,NICO22_20200220_OUT2.jpg,20/02/2020,Packaging,GlaxoSmithKline,,,,,,,,NICOTINE TRANSDERMAL PATCH 14MG/24HR,,,,
NICO22,NICO22_20200220_OUT3.jpg,20/02/2020,Content,GlaxoSmithKline,,,,,,,,NICOTINE TRANSDERMAL PATCH 14MG/24HR,,,,
NICO23,NICO23_20200220_OUT1.jpg,20/02/2020,Packaging,GlaxoSmithKline,,,,,,,,NICOTINE TRANSDERMAL PATCH 21MG/24HR,,,,
NICO23,NICO23_20200220_OUT2.jpg,20/02/2020,Packaging,GlaxoSmithKline,,,,,,,,NICOTINE TRANSDERMAL PATCH 21MG/24HR,,,,
NICO23,NICO23_20200220_OUT3.jpg,20/02/2020,Content,GlaxoSmithKline,,,,,,,,NICOTINE TRANSDERMAL PATCH 21MG/24HR,,,,
NITR03,NITR03_20200109_INN1.jpg,09/01/2020,Loose pill,Synco,NF 50,S,Light Yellow,Round,S1,Synco,,NITROFURANTOIN TABLET 50MG,,,,
NITR03,NITR03_20200109_OUT1.jpg,09/01/2020,Packaging,Synco,,,,,,,,NITROFURANTOIN TABLET 50MG,,,,
NITR37,NITR37_20200317_OUT1.jpg,17/03/2020,Packaging & Content,(?) SM,,,,,,,,NITROFURANTOIN SUSPENSION 10MG/ML,,,,
NORT01,NORT01_20200213_INN1.jpg,13/02/2020,Loose pill,Lundbeck Group Corporate,NL,[NOIMPRINT],White,Round,,,,NORTRIPTYLINE (HCL) TABLET 10MG,,,,
NORT01,NORT01_20200213_OUT1.jpg,13/02/2020,Packaging,Lundbeck Group Corporate,,,,,,,,NORTRIPTYLINE (HCL) TABLET 10MG,,,,
NORT02,NORT02_20200213_INN1.jpg,13/02/2020,Loose pill,Lundbeck Group Corporate,NO,[NOIMPRINT],White,Round,,,,NORTRIPTYLINE (HCL) TABLET 25MG,,,,
NORT02,NORT02_20200213_OUT1.jpg,13/02/2020,Packaging,Lundbeck Group Corporate,,,,,,,,NORTRIPTYLINE (HCL) TABLET 25MG,,,,
OCTR01,OCTR01_20200406_OUT1.jpg,06/04/2020,Packaging,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.1MG/ML 1ML,,,,
OCTR01,OCTR01_20200406_OUT2.jpg,06/04/2020,Content,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.1MG/ML 1ML,,,,
OCTR02,OCTR02_20200317_OUT1.jpg,17/03/2020,Content,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.05MG/ML 1ML,,,,
OCTR02,OCTR02_20200317_OUT2.jpg,17/03/2020,Packaging,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.05MG/ML 1ML,,,,
OCTR02,OCTR02_20200317_OUT3.jpg,17/03/2020,Packaging,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.05MG/ML 1ML,,,,
OCTR03,OCTR03_20200317_OUT1.jpg,17/03/2020,Content,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.5MG/ML 1ML,,,,
OCTR03,OCTR03_20200317_OUT2.jpg,17/03/2020,Packaging,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.5MG/ML 1ML,,,,
OCTR03,OCTR03_20200714_OUT1.jpg,14/07/2020,Packaging,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.5MG/ML 1ML,,,,
OCTR03,OCTR03_20200714_OUT2.jpg,14/07/2020,Packaging,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.5MG/ML 1ML,,,,
OCTR03,OCTR03_20200714_OUT3.jpg,14/07/2020,Packaging,Novartis,,,,,,,,OCTREOTIDE (ACETATE) INJECTION 0.5MG/ML 1ML,,,,
OEST11,OEST11_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Pfizer,,,,,,,,OESTROGENS CONJUGATED VAGINAL CREAM 14G,,,,
OEST11,OEST11_20200215_OUT2.jpg,15/02/2020,Packaging,Pfizer,,,,,,,,OESTROGENS CONJUGATED VAGINAL CREAM 14G,,,,
OEST11,OEST11_20200215_OUT3.jpg,15/02/2020,Packaging,Pfizer,,,,,,,,OESTROGENS CONJUGATED VAGINAL CREAM 14G,,,,
OFLO02,OFLO02_20200218_OUT1.jpg,18/02/2020,Packaging & Content,"Santen Pharmaceutical Co., Ltd.",,,,,,,,OFLOXACIN EYE OINTMENT 3MG/G 3.5G,,,,
OFLO02,OFLO02_20200218_OUT2.jpg,18/02/2020,Packaging,"Santen Pharmaceutical Co., Ltd.",,,,,,,,OFLOXACIN EYE OINTMENT 3MG/G 3.5G,,,,
